Timestamp,Source_IP,Destination_IP,Source_Port,Destination_Port,Protocol,Packet_Size,Connection_Duration,Packets_Per_Second,Error_Rate,Login_Attempts,Bytes_Sent,Bytes_Received,Traffic_Flag,MAC_Address,Label
02-01-2026 01:00,99.167.50.80,214.95.86.209,17542,8080,TCP,66,,5900,,8,38166,62967,Suspicious,2f:c8:b6:1f:aa:40,0
01-01-2026 11:23,91.208.112.205,248.62.56.2,58746,22,TCP,925,265,1401,0.993832754,22,5916,51212,DoS,da:84:cc:3c:a7:0d,1
03-01-2026 01:53,12.19.220.234,97.5.81.148,29794,80,ICMP,477,129,4090,0.125482354,4,8574,15697,Normal,24:b1:62:71:b3:8a,0
04-01-2026 22:26,200.56.229.33,251.138.48.26,39206,21,ICMP,406,562,3631,0.618085087,15,55461,43280,Normal,00:e4:f6:88:bd:5f,0
04-01-2026 23:37,134.122.232.70,16.135.205.166,32556,8080,UDP,83,329,4907,0.920211235,21,18003,27498,Suspicious,87:c8:1e:d3:33:41,1
02-01-2026 15:12,217.239.92.70,142.155.165.99,62791,22,TCP,1239,305,1399,0.527644203,19,9499,13047,Normal,85:a8:fa:e6:a3:ce,1
05-01-2026 15:48,61.54.130.174,180.127.109.169,11885,21,ICMP,1225,88,4039,0.064556409,13,5122,24269,Normal,e7:f6:5d:5c:07:ef,0
01-01-2026 22:28,80.100.243.125,50.235.200.165,64597,80,UDP,1141,669,27,0.607458022,18,20664,21568,Suspicious,f7:43:5c:0b:1b:d0,0
04-01-2026 21:00,3.29.171.239,148.102.121.139,27814,80,UDP,1794,603,3125,0.44602839,4,4273,29425,Normal,a7:e1:7e:dd:c8:19,0
06-01-2026 06:13,254.243.248.3,167.128.157.171,46970,80,UDP,493,354,1022,0.806827235,8,11952,1837,Normal,67:40:25:80:39:87,0
06-01-2026 09:02,196.59.121.98,37.151.116.183,64821,21,TCP,1553,38,1427,0.801285227,18,35166,51480,Normal,7e:91:7d:5a:7a:b1,1
01-01-2026 08:19,63.234.27.249,143.129.242.78,47637,80,UDP,1141,331,4785,0.283091897,1,56916,13753,Probe,c3:25:8f:62:6a:09,0
03-01-2026 16:20,109.134.142.124,73.3.161.102,45092,21,UDP,1926,624,2887,0.665322127,1,25138,63167,Probe,2c:55:b1:7c:80:ab,0
05-01-2026 06:23,83.67.215.236,251.37.29.191,16071,53,UDP,424,268,196,0.992402324,4,21336,30658,Normal,b7:92:1c:58:99:e7,0
05-01-2026 11:12,245.155.129.116,70.47.168.141,46230,53,ICMP,922,411,1172,0.868790596,24,12475,7405,Normal,ba:e3:fe:2f:02:a3,1
05-01-2026 23:51,179.32.228.237,182.210.18.216,35323,53,TCP,1269,691,1017,0.091006526,8,16049,57943,DoS,0a:43:1f:de:78:26,1
04-01-2026 03:40,99.142.169.2,130.154.53.180,33331,21,TCP,,303,,0.169429258,18,,,Suspicious,80:af:03:af:04:e1,0
06-01-2026 10:34,175.189.57.11,21.239.25.155,64375,22,UDP,1588,688,2035,0.549807477,23,48959,4167,Normal,e7:48:95:7e:69:47,1
01-01-2026 06:02,190.209.204.101,248.114.72.37,25110,21,UDP,747,712,3295,0.585422668,13,10151,3059,Normal,5f:e8:a5:1f:f8:13,0
05-01-2026 00:00,1.142.172.252,14.132.61.206,15269,80,UDP,465,735,2805,0.443510004,19,40481,3510,DoS,8f:db:cb:78:ab:91,1
01-01-2026 07:48,26.33.165.1,239.98.84.205,46533,21,TCP,,113,,0.83636936,18,,,DoS,3a:96:c7:39:46:3c,1
01-01-2026 04:52,,163.113.219.65,15890,53,ICMP,1994,320,1349,0.085097001,21,59306,43456,DoS,,1
03-01-2026 15:43,,50.150.170.85,49687,21,UDP,430,205,36,0.83309172,8,46707,28267,Probe,,0
06-01-2026 09:32,224.82.197.159,208.192.35.94,28452,53,UDP,912,457,5099,0.891946594,4,54994,46350,Normal,92:90:2e:4d:ee:cd,0
06-01-2026 07:21,60.130.48.210,190.251.233.132,45283,53,ICMP,272,484,4802,0.812153089,22,36604,26754,Suspicious,f4:21:31:61:da:89,1
04-01-2026 05:15,240.123.70.150,72.133.10.34,58586,8080,ICMP,1509,782,4131,0.603244296,9,18772,68996,Suspicious,db:c7:87:a6:ce:f4,0
03-01-2026 11:47,168.138.182.127,58.132.17.19,4274,80,TCP,169,320,3418,0.731158031,20,13896,69615,Normal,a0:ae:bb:86:b7:2b,1
04-01-2026 08:04,48.130.49.169,73.184.12.75,59706,21,ICMP,1462,611,2963,0.111711792,7,31863,41467,Normal,41:f7:0a:d1:5c:c2,0
04-01-2026 05:57,116.155.240.33,93.142.207.50,10029,443,TCP,1934,40,532,0.177815355,0,23829,64079,Normal,d1:88:f6:6e:af:dc,0
02-01-2026 21:13,76.137.11.16,104.124.241.248,44892,443,UDP,,,,,8,,,Normal,24:36:c7:26:c8:9f,0
05-01-2026 12:10,210.160.199.217,110.191.235.215,39058,80,ICMP,44,720,5570,0.581671156,23,2815,59612,Normal,79:44:1d:df:93:9e,1
04-01-2026 15:38,218.67.225.169,199.122.251.102,37558,22,UDP,393,487,2330,0.531932814,1,58325,32167,Suspicious,dd:04:a4:16:53:36,1
04-01-2026 12:02,62.12.95.136,246.174.199.193,36725,22,TCP,705,668,2254,0.73178566,24,23926,4248,Normal,b7:61:5a:e1:1d:63,1
05-01-2026 03:14,104.223.13.96,3.184.137.251,45752,8080,TCP,731,525,3736,0.548858749,19,42239,67239,Normal,4c:41:f5:0b:7c:bf,1
03-01-2026 04:30,226.135.184.57,194.134.245.170,28600,80,UDP,,34,,0.323463885,23,,,Normal,aa:67:02:28:c7:ea,1
02-01-2026 18:32,11.106.79.237,168.71.232.144,37737,22,UDP,305,70,4447,0.892850072,3,2791,7325,Normal,1f:19:ee:bb:52:f5,0
04-01-2026 14:14,140.216.81.210,56.100.140.179,2473,53,TCP,879,554,1184,0.759260347,24,34941,64477,Normal,eb:0a:54:55:ae:3b,1
01-01-2026 19:43,13.209.112.220,73.70.25.147,38669,80,UDP,577,711,2829,0.621521503,14,55882,69905,Normal,b4:4d:ca:46:5c:dc,0
03-01-2026 19:38,228.225.92.38,39.104.212.200,5644,53,TCP,414,236,1246,0.191121763,10,36841,2498,DoS,db:be:d0:92:8c:31,1
05-01-2026 09:27,74.209.44.145,80.92.126.237,55076,80,ICMP,197,521,5386,0.259513651,5,32514,46019,Normal,65:35:3d:e6:32:25,0
03-01-2026 00:27,187.208.200.120,85.163.31.191,63161,22,UDP,627,107,5867,0.760541413,17,15886,31685,Normal,33:fd:53:30:23:74,0
03-01-2026 03:57,105.154.121.172,231.216.51.225,60873,53,TCP,796,564,2893,0.681833324,22,39257,63386,Suspicious,e2:dd:57:12:33:12,1
01-01-2026 10:09,172.154.41.195,246.193.52.38,46047,443,UDP,357,261,4194,0.353545004,4,17187,38752,Normal,a5:58:a5:5f:76:72,0
06-01-2026 08:52,183.162.172.116,184.105.122.254,22800,80,UDP,1978,582,3007,0.10281248,14,12210,22137,Suspicious,5e:5c:07:f3:f0:fa,0
02-01-2026 13:55,231.195.102.84,149.246.121.40,50808,53,TCP,769,476,981,0.85403341,13,30687,22769,Normal,3b:f7:48:ac:df:bf,0
05-01-2026 06:42,205.108.52.226,4.46.133.79,28126,443,TCP,831,161,106,0.074707432,18,28629,2420,Normal,0a:e1:ec:d4:c5:7f,0
06-01-2026 08:09,63.187.49.178,185.189.46.209,59857,8080,UDP,854,575,1474,0.889105143,16,19317,6126,Normal,ad:db:31:44:29:1c,0
02-01-2026 18:37,117.239.133.9,130.175.118.254,39628,53,UDP,1792,607,3748,0.261161081,16,7300,4856,Suspicious,fa:90:5a:1f:75:0b,0
04-01-2026 23:02,36.167.76.51,167.15.25.148,1651,443,ICMP,1670,337,3675,0.441106774,21,28450,2572,Normal,cb:df:63:0a:06:1e,1
03-01-2026 02:44,249.193.124.210,215.121.13.145,39929,8080,UDP,1345,328,945,0.57776779,15,3011,68919,Normal,7e:2f:6a:86:34:bd,0
05-01-2026 06:22,185.209.16.124,31.91.213.128,27882,21,TCP,,609,,0.652410326,7,,,Normal,73:fc:a6:51:37:3b,0
04-01-2026 09:22,15.140.190.140,38.157.143.163,50925,80,UDP,1477,,479,,5,54001,33285,DoS,75:5f:91:86:f4:7a,1
01-01-2026 14:57,196.86.125.169,72.63.56.154,64590,443,ICMP,1296,769,5026,0.053783704,19,30555,56678,Suspicious,84:58:2f:f9:d9:76,1
06-01-2026 17:12,,160.167.115.118,45532,53,ICMP,651,,4222,,11,9072,67704,Normal,,0
02-01-2026 12:48,36.112.231.89,38.189.135.160,20342,53,ICMP,1996,547,311,0.297999902,22,18800,6525,Normal,b1:ac:bf:fa:66:b5,1
04-01-2026 19:16,61.38.154.250,11.104.75.60,41217,80,UDP,1510,579,5759,0.844507474,11,5356,46442,DoS,cb:6c:94:ad:75:27,1
03-01-2026 06:51,130.182.66.126,96.169.64.216,21932,53,UDP,260,118,2323,0.802435193,15,13493,6071,Normal,c9:e5:7b:23:b3:77,0
02-01-2026 21:37,58.177.113.230,3.204.198.43,59097,21,ICMP,1876,761,984,0.33372813,5,6965,63442,Normal,4e:f0:fb:eb:a1:6f,0
03-01-2026 19:35,55.221.118.127,241.105.107.224,6443,21,UDP,960,259,4237,0.893720998,11,29439,60493,Suspicious,93:17:da:63:ad:6f,0
03-01-2026 14:19,129.163.107.5,13.139.227.230,63653,21,TCP,1442,432,2031,0.146470632,8,55299,61812,Normal,d7:4b:51:b3:20:0b,0
03-01-2026 10:58,222.198.203.145,74.87.180.136,45134,443,TCP,1808,339,798,0.476689252,21,38804,32554,DoS,5c:42:47:4d:45:fe,1
02-01-2026 00:16,178.101.185.211,168.89.79.227,18575,53,TCP,1987,537,4613,0.917149842,10,34663,30487,Normal,8f:f4:80:80:a3:3d,1
02-01-2026 15:58,62.159.171.122,27.96.134.251,39397,80,UDP,1458,58,1649,0.366743762,7,59503,48631,Normal,64:5c:87:07:88:32,0
01-01-2026 16:53,161.231.40.56,231.229.92.128,41138,8080,TCP,1026,325,4326,0.583516213,12,18293,15892,Normal,ef:2f:85:e4:f0:e7,0
01-01-2026 21:54,79.188.74.224,169.59.185.114,62399,21,UDP,285,52,5382,0.561194054,12,49558,15124,Normal,53:41:de:8f:e5:61,0
06-01-2026 15:18,223.229.215.13,26.77.191.5,63305,443,UDP,1479,275,4247,0.987333291,24,6797,9001,Suspicious,bd:e8:2d:11:cc:8a,1
04-01-2026 08:53,32.193.216.60,36.235.80.176,35783,80,TCP,427,582,69,0.90990113,20,12592,49494,Suspicious,07:d3:ad:3c:c8:74,1
04-01-2026 17:55,76.103.234.24,148.126.98.229,27018,21,TCP,,635,,0.542551419,7,,,Normal,b1:03:86:a2:f7:e3,0
,180.128.77.51,130.170.185.100,12403,21,ICMP,1252,633,5064,0.90201507,3,23481,35198,Normal,04:f6:ba:05:15:8a,0
06-01-2026 03:21,212.213.175.27,45.163.151.160,57873,22,UDP,1595,504,2414,0.027670779,5,400,6320,Suspicious,d6:db:01:ef:3a:f4,0
01-01-2026 00:31,123.184.178.245,153.109.132.82,61167,443,UDP,133,268,4431,0.457165084,7,51811,37557,Normal,91:9f:9f:a6:91:e7,0
03-01-2026 16:40,248.161.58.209,16.210.101.22,30888,22,UDP,335,494,2615,0.989069825,18,53684,39552,Normal,95:8b:39:9c:eb:45,0
05-01-2026 14:33,33.207.149.151,179.58.5.124,9824,21,ICMP,927,262,2885,0.033949574,9,57881,52973,Normal,e8:c6:07:d3:65:10,0
05-01-2026 20:55,61.124.233.72,79.12.197.101,4028,53,TCP,1296,689,4987,0.501067186,0,26354,61465,Normal,6a:00:2f:16:f1:fd,0
05-01-2026 15:12,182.26.220.89,105.161.252.244,34333,22,ICMP,905,741,1397,0.735215503,12,55600,14557,Normal,2b:6c:6b:0a:7f:f2,0
06-01-2026 15:03,97.8.117.173,183.122.235.174,51360,22,UDP,,649,,0.180690056,14,,,Normal,1d:aa:0a:4f:e0:63,0
03-01-2026 04:35,,195.128.10.239,8635,443,TCP,1128,167,2540,0.786886066,4,32159,38251,Normal,,0
03-01-2026 14:38,14.208.186.40,24.39.2.138,8735,8080,TCP,670,619,5811,0.228353054,11,12174,19596,Probe,77:0d:ff:36:fd:30,0
06-01-2026 08:26,58.241.57.165,166.145.26.0,12603,22,UDP,319,,699,,11,41209,2896,Normal,df:22:d3:1f:db:2a,0
02-01-2026 14:55,34.147.140.28,145.150.128.128,37882,8080,ICMP,1874,603,2120,0.524928244,11,52671,24761,Normal,40:35:28:8f:ac:41,0
,0.200.144.130,197.78.51.159,36128,443,UDP,751,639,3151,0.697677525,8,34050,21946,Normal,12:a1:6f:75:99:7e,0
02-01-2026 21:39,125.99.238.218,178.240.225.252,24224,8080,UDP,1796,318,5621,0.919391467,15,10787,19498,Normal,da:31:ff:fc:a3:ed,1
06-01-2026 11:12,8.92.208.172,21.152.223.147,55258,21,TCP,422,122,1007,0.356316451,14,21405,45799,DoS,4b:d8:6e:86:ec:05,1
02-01-2026 03:28,101.76.196.32,205.249.147.43,56453,22,ICMP,873,431,3201,0.518891648,24,13767,24753,Probe,3d:87:1f:d1:e2:5d,1
05-01-2026 03:14,72.71.230.49,48.130.117.122,61737,21,TCP,1111,251,1323,0.209319928,13,11021,36127,Suspicious,d0:ed:bc:fa:41:4b,0
04-01-2026 21:05,233.72.100.18,156.217.31.132,62736,53,ICMP,118,662,522,0.65440061,18,26606,54762,Normal,58:47:04:87:d6:4b,0
05-01-2026 01:36,204.107.243.96,182.168.92.186,39318,443,TCP,1960,629,40,0.353241011,1,52704,13645,Suspicious,c8:c3:5f:64:ea:a8,1
01-01-2026 18:44,149.217.139.71,209.200.214.54,55307,443,ICMP,1795,112,1605,0.725393957,0,10538,35862,Normal,f0:d8:0f:83:ab:fb,0
01-01-2026 07:17,207.128.202.216,154.215.223.161,13165,22,UDP,377,784,5690,0.031290666,4,58034,66132,Normal,6e:d4:f2:b0:8c:da,0
01-01-2026 07:48,101.242.156.210,82.213.162.106,31887,443,UDP,196,354,1992,0.997974783,9,5403,43837,Normal,3e:ef:0d:c6:1a:0e,0
05-01-2026 14:56,111.2.94.65,74.92.68.13,12468,21,UDP,1760,31,1343,0.371942831,13,4132,32918,Suspicious,81:e1:90:89:6c:fc,0
04-01-2026 13:08,173.153.136.165,86.107.179.115,43279,22,ICMP,,,,,6,,,DoS,be:c7:97:1f:83:8d,1
02-01-2026 00:37,145.46.28.200,89.77.47.159,26001,21,ICMP,571,250,2224,0.362427938,6,33378,37061,Normal,2e:ca:09:06:05:7a,0
04-01-2026 10:24,68.21.122.105,138.110.110.41,18253,22,UDP,1673,,4782,,2,7758,21828,Probe,99:59:80:6a:7e:ed,0
04-01-2026 06:00,62.68.100.76,92.75.204.63,64426,22,UDP,1204,735,1136,0.947105827,4,1501,62311,Normal,43:ec:24:f5:da:1e,0
06-01-2026 16:08,157.211.108.197,221.195.139.243,65267,8080,ICMP,737,,86,,5,46220,44423,Normal,32:d7:16:0a:40:7c,0
04-01-2026 08:07,84.127.3.182,141.179.234.125,8738,443,UDP,1668,143,215,0.015682171,6,41033,52317,Probe,f4:98:79:1a:52:e4,0
01-01-2026 22:01,32.199.168.172,44.13.190.195,50384,80,TCP,83,175,4168,0.39872993,0,18836,52344,Normal,ed:70:0e:66:20:6a,0
01-01-2026 08:48,37.126.104.157,43.55.131.155,47494,443,UDP,1937,290,1931,0.679021735,5,22794,10024,Suspicious,90:e3:27:14:e8:d6,0
04-01-2026 11:43,57.146.168.115,107.86.167.5,18742,53,TCP,603,411,519,0.988820091,1,53412,52688,Normal,8e:51:5b:1e:8e:ed,0
02-01-2026 19:00,222.126.222.12,50.113.152.219,45998,53,ICMP,1821,599,2989,0.264987783,22,44840,63436,Probe,7d:91:52:3b:a8:f7,1
03-01-2026 03:21,19.39.31.13,90.252.13.220,57967,8080,UDP,335,474,5911,0.451520424,19,11227,34853,Normal,54:2c:fd:6b:1f:4b,1
06-01-2026 13:54,204.162.2.159,98.227.41.127,59044,53,TCP,1356,261,1656,0.428813354,19,22367,49495,Normal,e0:5f:ee:59:23:a6,1
03-01-2026 19:08,212.165.27.179,62.228.181.173,4567,22,ICMP,1295,42,5849,0.043787815,5,58632,36059,Probe,67:a5:36:a7:98:2d,0
05-01-2026 14:31,6.43.59.149,173.155.157.162,24539,22,TCP,737,715,4306,0.807541022,5,56854,32530,Normal,8a:d1:a8:8f:31:07,0
03-01-2026 05:09,189.55.221.163,206.106.146.177,15493,22,TCP,1198,64,5740,0.20831804,10,20769,67676,Normal,f8:e3:2b:61:8d:d9,0
02-01-2026 20:50,176.84.138.121,4.246.35.180,43602,443,ICMP,1829,741,5362,0.865118652,13,4886,39468,Normal,a6:7f:3a:62:f9:89,1
06-01-2026 05:11,170.242.90.247,111.45.234.176,31910,21,UDP,1267,663,2877,0.28030903,17,58322,4792,Probe,75:9a:83:6d:cd:39,0
02-01-2026 13:15,73.143.122.14,248.20.101.98,25267,80,TCP,1897,413,4219,0.911895177,8,19557,66230,Normal,76:ca:27:fc:47:08,1
01-01-2026 10:29,34.104.242.157,172.194.228.54,13159,21,UDP,1294,582,4194,0.458340803,11,56968,46997,Normal,da:f4:59:58:d5:db,0
02-01-2026 05:00,159.61.111.5,236.57.10.131,6077,443,TCP,884,31,374,0.526252402,7,31566,49289,Normal,00:e6:69:af:ed:ef,0
04-01-2026 23:02,191.178.29.123,1.210.167.131,24071,8080,UDP,1922,661,3904,0.079659465,16,58611,6145,Normal,3f:e4:a3:29:06:c6,0
05-01-2026 21:01,53.31.225.229,194.31.74.131,52898,8080,TCP,470,77,2956,0.055319402,7,17237,10584,Normal,17:2f:06:59:b0:48,0
03-01-2026 03:39,153.176.115.112,66.239.55.214,1639,22,UDP,746,731,3940,0.066556882,3,27874,10071,Normal,6d:fe:d2:de:dd:6b,0
06-01-2026 03:26,,14.144.63.202,18230,22,UDP,589,186,4367,0.293636543,17,27602,4881,Normal,,0
01-01-2026 10:11,139.182.24.212,167.164.32.77,54609,8080,UDP,1235,792,230,0.493344735,20,30165,31125,Suspicious,56:5a:3a:f7:f6:50,1
04-01-2026 22:12,190.207.233.35,62.188.53.244,7388,80,UDP,625,779,4585,0.915611889,21,45005,20534,Suspicious,12:d1:8f:a4:61:e2,1
01-01-2026 10:21,156.135.115.160,182.178.171.41,50845,53,UDP,1245,539,3434,0.273849746,22,38317,59420,Normal,17:16:69:30:4d:dd,1
05-01-2026 11:41,47.17.221.167,233.25.218.170,14102,22,ICMP,357,250,1008,0.19543221,21,9045,64371,Normal,49:53:96:8b:a8:62,1
04-01-2026 10:10,78.59.163.145,7.23.252.236,39336,22,TCP,1520,648,197,0.708639723,7,28872,64144,Normal,09:af:22:59:5c:9f,0
02-01-2026 11:52,96.141.128.0,26.221.247.114,16894,22,TCP,1613,786,3840,0.296708501,20,28982,49145,Normal,91:58:40:ae:2a:99,1
03-01-2026 16:28,203.251.199.130,35.81.51.14,20904,8080,UDP,1339,754,5815,0.387316373,3,46974,62743,Suspicious,0b:1d:b6:60:62:24,0
05-01-2026 17:58,102.225.74.102,243.126.96.222,47691,443,ICMP,137,624,5059,0.859555421,15,48106,27449,Normal,d1:d6:9e:88:85:20,0
04-01-2026 06:50,166.195.72.37,92.73.52.68,44214,21,TCP,982,695,1395,0.690746606,10,10586,48536,Suspicious,49:ff:18:b5:ac:b5,0
05-01-2026 03:07,13.136.20.29,72.17.150.114,36639,22,ICMP,1658,102,964,0.370502768,15,12078,63874,Suspicious,3d:bb:b4:b8:47:e5,0
02-01-2026 10:37,,33.65.249.163,29448,53,TCP,1156,,3007,,22,40032,12260,Suspicious,,1
04-01-2026 11:35,59.131.70.46,65.65.183.6,27260,22,UDP,218,463,704,0.820214127,0,58157,18875,Normal,99:6b:45:c7:73:77,0
04-01-2026 18:38,95.174.112.172,228.11.5.65,8609,443,UDP,749,229,315,0.425941827,5,28682,49919,Probe,12:0c:f0:b8:c6:c8,0
02-01-2026 14:52,191.181.102.105,15.10.127.75,18791,443,TCP,69,29,3133,0.60772754,19,2237,44769,Probe,87:ad:ba:80:82:87,1
04-01-2026 08:47,10.103.27.249,253.172.109.130,16508,8080,TCP,1596,330,2527,0.18505717,9,37239,45779,Normal,bc:d4:13:38:e5:2e,0
05-01-2026 01:52,43.178.198.145,172.21.86.12,27009,53,UDP,113,256,4594,0.74679913,10,22581,63303,DoS,1a:13:12:61:08:7b,1
02-01-2026 18:08,199.9.110.25,123.210.103.64,20269,53,TCP,1362,412,5422,0.131526127,3,42479,24287,Normal,33:fa:de:93:26:2d,0
01-01-2026 07:13,,165.77.217.159,4684,8080,TCP,1733,246,5273,0.135612155,2,38625,53217,Suspicious,,0
06-01-2026 03:09,124.138.10.37,205.56.24.186,16547,443,UDP,1270,38,3094,0.233069139,21,45637,35174,Normal,12:71:77:c2:7b:ce,1
04-01-2026 01:08,52.151.152.1,250.39.122.137,42662,53,ICMP,1725,63,5491,0.501324758,17,23282,46449,Normal,cc:f0:c6:b2:64:47,0
03-01-2026 14:39,43.152.128.24,25.18.183.215,34121,21,TCP,478,175,5755,0.013793419,22,15207,46949,DoS,9a:88:08:31:4c:30,1
04-01-2026 23:44,29.57.221.96,156.156.23.131,5046,443,ICMP,1376,440,4484,0.451648443,24,46002,14470,Suspicious,78:f8:c4:93:b0:ed,1
05-01-2026 08:57,124.168.59.220,227.1.209.102,58463,443,ICMP,247,391,2295,0.265899517,3,59509,48822,Normal,bb:7b:83:01:8a:23,0
03-01-2026 01:17,248.182.187.201,245.213.92.50,38139,443,TCP,631,481,3119,0.612269523,11,32013,17347,Normal,af:5a:13:ab:4c:d0,0
03-01-2026 20:04,27.209.157.199,111.28.89.203,18087,53,ICMP,77,621,1811,0.985778616,13,59315,61682,Normal,91:22:17:27:3a:56,0
04-01-2026 15:22,183.53.186.149,97.158.39.184,9977,80,ICMP,918,78,4513,0.813416664,13,45645,69812,Normal,30:f8:31:e3:a6:92,0
05-01-2026 05:27,186.194.202.51,231.36.192.218,56435,53,TCP,325,141,1014,0.605308284,0,39294,18466,Suspicious,f6:cd:ee:53:cc:db,0
01-01-2026 08:08,6.182.160.217,120.203.140.188,64838,53,ICMP,1314,148,4619,0.156385141,22,32945,931,Normal,b5:fc:3e:ea:a3:e9,1
03-01-2026 06:27,152.107.254.118,164.40.66.219,32785,8080,TCP,562,236,2786,0.170290317,20,3246,26594,Probe,38:0c:7f:dc:6c:50,1
03-01-2026 00:43,160.137.155.149,22.225.109.40,65148,53,TCP,128,366,4068,0.290580104,13,49843,31866,Normal,46:2f:76:0f:ea:5c,0
03-01-2026 21:39,142.213.76.172,237.204.15.85,55739,53,UDP,433,569,2587,0.694686832,21,2202,18244,Normal,c3:ce:21:1d:b5:a0,1
03-01-2026 23:29,243.170.215.174,75.233.50.200,65406,8080,ICMP,563,410,5439,0.548557369,6,29785,2157,Normal,76:35:ef:9a:98:03,0
02-01-2026 17:05,148.2.98.5,157.63.74.157,58046,80,UDP,1077,504,3249,0.180098146,2,31292,19723,Normal,51:d8:41:5a:c8:8e,0
06-01-2026 00:37,163.106.103.236,224.112.220.216,51039,80,TCP,605,86,2357,0.563403021,23,57543,37799,Normal,28:8e:32:73:57:bf,1
04-01-2026 06:09,11.132.167.133,75.207.116.61,50065,21,TCP,1747,653,2115,0.067087027,13,15972,26048,Normal,4d:b7:ea:58:93:2a,0
03-01-2026 23:00,21.107.52.1,59.57.45.97,21800,80,TCP,1835,527,4921,0.419468595,16,54709,67512,Suspicious,ea:a9:14:0b:50:53,1
06-01-2026 15:24,249.242.87.223,155.144.168.184,41585,53,TCP,1476,,4719,,23,20592,28186,Normal,b4:c7:cf:e1:99:f8,1
01-01-2026 00:10,52.170.59.167,126.193.54.222,46801,53,ICMP,51,220,4485,0.040048276,5,30797,27569,Normal,ea:a1:f3:e4:be:7e,0
03-01-2026 06:21,144.45.55.159,234.213.221.41,14322,53,ICMP,,786,,0.163224085,16,,,Normal,eb:7e:96:b0:07:8d,0
02-01-2026 12:40,14.11.234.64,179.167.211.3,15380,443,ICMP,845,439,3344,0.269161593,6,1985,30105,Normal,e3:6f:ee:57:b1:fe,0
06-01-2026 09:55,,116.254.34.116,44944,80,ICMP,1193,153,1367,0.63790714,23,869,57878,Normal,,1
04-01-2026 12:48,,65.216.187.147,18037,80,TCP,100,774,2069,0.18666475,24,49717,34151,Normal,,1
04-01-2026 12:44,191.122.19.119,168.194.245.69,9141,443,UDP,183,467,2554,0.872643173,5,36666,42683,DoS,ab:f0:4d:a2:52:6e,1
04-01-2026 22:18,64.83.231.232,231.3.116.50,35305,21,ICMP,608,285,2850,0.16442691,1,47289,57799,Probe,9e:ce:50:60:f8:de,0
,233.75.236.25,53.4.49.90,23541,22,ICMP,1680,361,2083,0.338652801,2,24288,31361,Normal,2e:33:72:4b:31:6e,0
06-01-2026 16:02,158.202.147.205,232.103.8.240,47996,80,TCP,1867,734,4641,0.196306526,7,57978,58301,Probe,a4:38:05:bb:18:3a,0
02-01-2026 02:35,69.1.38.208,72.134.2.221,2116,22,UDP,1537,324,5773,0.565383537,22,34114,63763,Normal,9e:a4:cf:66:17:ba,1
05-01-2026 23:04,7.172.94.38,208.213.224.98,26758,21,UDP,1376,,4942,,14,53321,2067,Normal,13:b2:97:21:40:97,0
06-01-2026 00:21,178.45.165.253,175.123.75.111,46844,22,ICMP,998,,2089,,21,41312,11671,Normal,14:ec:33:10:fa:9f,1
05-01-2026 23:30,127.2.73.160,211.198.108.53,53070,53,UDP,846,,4003,,11,42914,49514,Suspicious,ce:cd:28:e6:8c:5f,0
05-01-2026 19:48,221.131.155.235,156.223.213.66,5034,8080,UDP,1332,66,2464,0.820328192,6,12276,62532,Normal,0c:c8:00:7c:81:3d,0
02-01-2026 09:19,95.131.44.113,66.125.40.2,17251,80,TCP,802,485,3816,0.019307449,4,44828,46448,Probe,48:40:aa:b1:fc:09,0
03-01-2026 08:25,229.131.90.158,172.155.113.194,34352,443,ICMP,1105,169,3261,0.604940627,14,53235,1483,Probe,5d:31:c8:16:5c:44,0
03-01-2026 15:32,84.53.44.191,215.167.98.117,11228,80,TCP,1588,395,1876,0.974505621,4,13703,59060,Normal,37:cb:58:f3:d0:03,1
02-01-2026 22:47,109.85.214.254,206.34.137.133,3099,22,ICMP,925,,192,,3,33090,65690,Normal,db:e6:e1:8d:3d:54,0
05-01-2026 03:01,92.100.2.247,75.58.100.10,18301,21,UDP,761,579,1599,0.996529141,14,57581,2597,Normal,83:05:e7:85:42:32,0
02-01-2026 15:53,188.175.159.210,122.84.101.50,1668,443,ICMP,1033,628,5466,0.215077553,12,14800,23510,Normal,9f:78:06:2a:28:88,0
01-01-2026 15:22,61.200.82.77,113.75.230.10,62058,21,UDP,1361,495,428,0.523714888,12,46327,62518,Suspicious,a8:92:39:b7:15:90,0
03-01-2026 01:32,251.155.253.249,252.175.211.15,2490,443,TCP,,161,,0.371720495,0,,,Suspicious,a3:bc:e9:8e:9a:10,0
01-01-2026 16:29,23.21.191.14,129.150.33.39,14730,80,UDP,251,606,4888,0.169234723,18,7916,56476,Normal,3e:30:06:b1:7e:07,0
01-01-2026 13:15,163.158.227.195,47.129.246.129,24598,443,TCP,999,195,1446,0.945596956,20,14504,44477,Normal,08:82:91:14:f1:06,1
01-01-2026 15:33,36.204.249.228,217.69.60.211,48953,8080,ICMP,928,585,223,0.925747943,24,33006,35009,Normal,77:64:30:bd:68:13,1
06-01-2026 04:27,104.136.96.248,124.248.10.173,49313,53,TCP,1226,148,2696,0.356032956,16,59382,66050,DoS,85:ac:37:4f:74:24,1
02-01-2026 13:27,0.214.165.135,112.239.58.205,47789,443,ICMP,,621,,0.533681637,12,,,Normal,53:18:cf:fa:39:16,0
